,SID,SLC39A8,RHAG,DDIT4,MPO,RRM2,CCL3,TGFBI,MAFF,TYMS,ENPP2,KIAA0101,TOP2A,KIF11,PRG2,CKS2,SLCO4A1,ZWINT,CCR2,CCNB1,CEP55,NUSAP1,RGS1,PTTG1,PRC1,CD24,CCNB2,HMMR,CPVL,RGL1,MLF1IP,FABP5,MAD2L1,CD69,RGS2,EMP1,RACGAP1,FGL2,TTK,NME1,TFRC,CTSL1,EBI3,SHCBP1,CCRL2,KIF14,MELK,TFDP2,MT1G,H1F0,MCM4,AREG,NEK2,MT1H,TPX2,BTG3,RAB13,HSPA6,CDC20,EMR3,CASC5,MT1E,SCD,GINS2,RCBTB2,E2F8,STAT4,NUAK2,CKS1B,CCNE2,RAD51AP1,TNFAIP3,CD302,MCM6,NDUFS5,RPL10,BUB1B,MT1X,CDKN3,NNMT,COX6C,LSM5,PSMG1,CENPA,KIF4A,MANSC1,MCM2,MT1F,RPA3,COX7B,MYL6B,PCNT,ATAD2,SDC4,WBP5,TARS,CCL20,CLEC7A,RAD51,JUN,FEN1,AURKA,FRAT1,SNRPG,KIF2C,POLE2,UBE2C,AURKB,CENPF
47,GSM201266,3.612156669,7.0721203070000005,2.783094073,2.182541275,3.53431031,2.269700486,8.274018333999999,1.869031328,3.049940649,2.355925209,2.4520247040000003,3.452903118,1.752517506,2.51189732,2.756126384,3.121848931,3.411744169,4.65981626,2.92322042,1.5540062140000002,2.734090137,1.853663476,7.581198859,1.575158609,4.3882181660000015,3.016982243,1.868096245,7.001359235,2.440819568,3.333245305,2.97395334,2.905399404,1.421002762,9.727893852,2.439497321,1.66799843,9.284986152,1.984336249,2.7109635080000003,6.475949041,6.346627959,3.869723288,2.173919413,4.1410094210000015,3.126786098,2.167283539,4.774856757,4.731574304,3.429117927,4.428321563,1.903392778,2.224918085,4.097596004,1.968685911,3.000419147,4.770853462,6.782783725,2.6913713130000003,2.533273129,2.911557419,3.850529108,2.435074743,3.916485691,5.761094048,3.262525889,2.681880713,6.021435285,4.145991933,3.109872233,2.717907632,4.055806042,7.139569565,3.869287859,3.392690467,3.392690467,1.277025808,5.989509628,2.7710898060000004,4.311115601,5.345740017,4.471848332,4.088151686000002,2.400757259,2.588973732,7.262299535,2.312631703,4.400707738,3.424561177,8.777472349,3.814144354,3.466784819,3.227463662,3.13849808,2.393818511,4.774212046000001,2.768028451,8.893197087,3.595542739,2.679764409,2.564034773,2.733832719,5.654212059,5.256369783,2.037194741,1.816080232,4.655713218,3.176465162,2.546408551
48,GSM201267,5.977060473,3.301900178,9.443237779,2.737003847,4.159849859,2.765785087,8.31872912,3.161646096,3.888247631,1.785630889,4.054581173,3.034368504,1.842092083,2.046638194,5.392896362999999,2.489626911,3.023308608,9.377202033,4.260975084,2.6487383280000003,4.861992099,2.48525699,5.563053573,2.074200659,9.084044104,3.438620968,2.937819063,7.74544667,2.968756164,3.068366597,4.217079857,4.578456749,7.047929815,11.93438077,2.22811738,5.238257135,10.80023157,2.257088447,3.717414871,7.939439051,6.160168014,2.625210081,2.6264346,3.490740294,3.072998594,3.068934632,3.672127711,3.731486003,3.1445748730000003,4.472687679,2.397162148,2.567457343,3.526054603,2.25371241,3.927247578,6.0122910670000005,8.469062767,2.243111915,2.33478402,3.63021313,2.865836754,3.554843112,2.156549524,7.382719921,2.461185627,4.359106814,7.695184872,3.852216648,3.2347095930000003,2.480338858,7.265542632000001,9.270044244,6.551454393999999,6.299191122000001,6.299191122000001,2.254114329,5.55973088,2.722849748,3.312568784,8.640016067000001,8.839271704,4.807331312,2.321258579,2.501760688,9.873564203,2.541633077,3.757977855,5.784259556,9.564396783,4.32036218,4.449940246000001,3.725249789,3.305376518,2.776227871,5.717423451,2.121934087,8.959856715,2.70540933,3.4303399,4.133595763,3.2127069980000003,7.692040897,9.097969768,2.141047007,1.964996365,3.841353183,2.82750036,2.092836278
49,GSM201271,3.842534243,2.9122912210000003,5.331680513999999,2.939136594,2.750109123,2.694191768,4.765924122,2.596294252,2.437410241,2.867062484,3.040355937,3.487508709,1.734107764,2.006421889,2.919521514,2.313512088,2.70813668,8.11065338,2.903603719,1.996195333,4.448966349,2.069167006,4.380239767,1.657696598,7.548335138,2.605017952,2.364327785,6.662137692999999,2.983883718,3.18485411,4.083645415,2.859962892,2.8967099480000003,11.59671198,2.795095641,3.12925099,10.08427477,2.033950195,3.455572152,5.454130471,5.377468789,3.784250295,2.75647264,2.883721253,2.610884114,2.598627775,4.046612318999999,4.964209793999999,2.962448197,4.65848153,1.890993169,2.496118595,4.709533184,1.824071306,3.0885854760000004,4.85760696,8.943003897999999,2.139730569,4.87377775,2.752338779,4.177043521,2.527773862,3.523407732,7.939150709,3.210001539,2.773309458,8.965102729,3.14998982,3.196719829,2.167708021,7.872600451,9.320044347,4.909268754,5.945719485,5.945719485,2.058476795,6.601215602999999,2.535397508,3.574450343,6.214994934,6.03745671,2.192525032,1.835569755,2.570016917,9.728845219,2.580811179,4.166003573999999,3.451701683,8.835894647,2.85174275,3.799278107,2.274077118,3.117366894,1.954394714,3.410919049,2.194718499,9.153839959,3.314647484,2.330548298,3.0653094760000004,3.061852993,8.379676374,7.8042402860000015,2.051124529,2.042330419,3.832819789,2.8531036860000003,2.383128736
50,GSM244467,9.660561826,6.862685837999999,8.84191179,3.0164152960000004,7.873007315,11.14659059,3.482781807,9.835008046,5.981678402999999,8.353901217999999,5.988291352,5.398587477,4.577212065,3.332534395,7.067209415,4.131350702,5.141446407,3.141873823,4.924067127,3.366498871,6.895219029,7.631594243999999,7.634629307999999,4.399652943,11.37251139,4.949199033,4.352423715,2.534827774,3.682748659,6.0593242510000005,6.8109620710000005,5.247355561,7.667087617000001,8.711343965,3.967883874,5.497940206,4.414368401,5.264975825,7.286334581,11.83043288,6.810281608,4.4012999530000005,4.499036207,5.569207346000002,4.5478209860000005,3.392142186,7.263603514,4.856070417,4.98578522,5.704450772,2.791152378,3.804722479,4.418264238,2.363215872,4.824319195,6.397923856,6.115034761,2.669841728,2.342396253,3.798314321,4.164010211,4.422894715,4.085161177,6.133581944,3.310325682,7.435932449,6.2788259810000016,4.856656891,4.502712828,3.673472182,11.034527,4.538938893,7.543573857,8.468635077,8.468635077,3.47592098,7.241924944,3.827967263,3.820806006,9.458824182,8.955861279,6.617939685,2.525091478,3.896218431,7.663666434,3.064318317,5.360339786,7.195615424,10.68832017,3.209542323,5.041841026,4.518952727,3.191299325,2.104882919,7.739002185,7.454012981,8.406569529,3.0736580360000003,3.748981266,4.557960192,3.896013027,5.478829867000001,10.31383809,2.702278816,2.8846436,4.242549584,3.04298278,2.667300457
51,GSM244468,3.000233287,1.630251614,8.07126214,3.066126459,3.171039169,3.078575298,10.3842349,6.410731697,3.366851302,2.643436429,3.070692734,2.579363137,1.543280876,2.124337338,3.76937807,2.38492695,3.719050067,9.785443198,3.1908830530000003,1.730929158,4.251602003,2.617499457,4.658090572,2.243071199,6.720919466000002,2.8845395710000004,2.431249348,8.709291869,2.70932028,2.697070822,3.423196711,3.434842414,3.662224563,12.07271924,2.454855812,4.3428695710000005,10.31901529,2.317626201,3.27092149,5.5171369960000005,4.734764223,2.414239465,2.038648335,3.605887563,2.607225563,2.483140866,3.065046943,4.218411796,3.402705432,4.512120147,3.55721764,2.574869033,3.475919645,2.550042547,4.097543718,4.518802422,10.2956468,2.210764632,5.744001779,2.91591546,3.674891938,3.63313911,2.639229391,7.267478466,2.410735933,4.120189048,10.19537177,2.771259858,2.34586638,2.181498416,8.661513826,9.869585962,6.7890027,5.403261024,5.403261024,2.181035215,6.601468465,2.4914048230000003,2.838554338,5.626216076,5.317237128,4.010851038,1.472203732,1.956592179,9.883753298,2.993799048,4.418967471,3.097284389,6.190718928,3.13369585,5.078401741,2.7018856660000004,3.275275137,1.7363073219999998,4.885274977,1.759936839,9.768955758,2.795642244,2.9338372880000003,3.776181356,2.787016637,9.008049333,6.84688998,1.841559508,1.914692719,4.356086348,2.800397565,2.28645612
52,GSM244469,4.581477148,1.7771686430000002,7.615725397,5.394516457999999,5.260137888,3.899487096,5.490856953,6.3139186160000005,5.565947928,1.953751517,4.578352333,3.114179245,2.87826745,2.861074475,5.490861964,2.6087329,4.480177312,6.14321585,4.440273555,2.560467367,6.210314741,1.593861679,5.30337572,3.144216617,8.199753475,4.561638512,4.124962035,5.786286896,2.760992883,3.521837084,3.862864607,3.098335586,1.802145653,10.44484356,2.025932039,5.3627477930000005,9.235648125,3.482198544,5.098587288,5.969854998,4.285524267,2.305071378,4.388662554,3.492881602,3.230457233,2.488196447,2.855851035,4.252639989,3.667795467,5.658711658,2.041595688,2.5475511440000003,3.790008827,2.874980152,3.711396741,5.602861164,10.85659293,3.441913662,5.140915957,2.926740394,3.96431793,2.69102815,4.210956335,8.087604087,2.670022298,2.914049718,9.972924262,3.2873928880000003,2.975560239,2.198088342,7.907805138,8.957110908999999,6.393808506,5.557263298,5.557263298,2.740377849,6.290697362,3.019445899,2.623972245,7.519229357,5.969467361,4.1828010560000015,2.579900499,2.809862134,9.769721172,3.451982388,4.703157833,5.023467983,8.845188691,4.7692857580000005,3.811812639,3.155400972,3.530398824,1.52033789,4.262472657,1.844792741,9.214393231,3.308073668,2.590046789,3.64406751,3.832274575,9.788395809,8.290750741,2.942187923,2.276260335,4.607739031,3.023892169,2.522691346
53,GSM244470,8.712231987000001,6.529936859,8.811490028,8.220510264,10.93358916,6.934891461,9.287781464,7.663119462,9.788979469,6.226988461,9.341108198,8.730498249,7.219046968,5.582750589,9.553197097,5.4606471060000015,9.276041884,10.52301809,8.556364431,6.991491005,9.595559344,4.859004973,9.542658002,8.142594489,9.230712584,8.264621584,8.187079216,7.8734066139999985,8.873800998,8.034870225,9.13470629,8.51843511,5.301323219,10.06424179,10.77267907,9.162931017,11.10095119,7.710820507999999,9.176726141,10.46120937,9.162029051,2.134810865,7.967164857,4.52127971,7.55376399,8.136093871,5.138720421,6.700329365,5.923786669,9.022703068,3.746303217,6.566642526,7.248992604,6.705053974,6.875404224,8.681373544,8.281773093,6.628710578,2.331662655,7.764537001,6.894588194,6.2773010560000015,6.708315451,8.241629676,6.884726578,4.457960966,6.916600423999999,7.20695657,6.932588664,7.18436717,8.406328495,9.414232013,9.147231523,9.818840274,9.818840274,7.115271926,9.140986615,6.942960257,4.49488878,11.21978897,10.271846,7.890016964,6.780732952999999,6.260108973,7.793763436,6.985220647999999,7.256642332,7.983616337999999,11.08288196,6.456318249,5.588575398,6.896444197999999,5.825041003,5.274107172,7.375344657999999,1.844394008,9.659448987,6.494036745,5.287844074,7.236134107000001,7.261579911,8.075391793,11.23667558,6.5013971,5.365418447,7.276264639,5.655058109,6.404163487999999
54,GSM244471,7.745414132,5.080648762,8.179102239,2.544518856,6.560886602,3.834250278,6.973063881,6.429083935,5.816874106,5.46083001,6.149505382,5.720417226,5.150201664,2.033986621,5.951303267999999,3.947993155,6.09202867,8.844177597,6.903845412000001,5.241560083,6.839151215,2.015603201,8.305140759,4.997524613,10.54995162,5.4942117260000005,5.528968226,6.313167267000001,5.032414785,4.257416741,4.003318196,5.914852399,5.410380802000001,10.01118529,2.5040950680000003,6.365557397999999,10.13451596,3.627781155,4.5696649460000005,9.329627651,6.830525715,3.075974518,4.0393864110000015,3.81904905,4.734436862,3.411539041,5.59967882,4.925668935,4.661825398,6.2833837510000015,2.614489929,3.887273033,4.476371215,3.150645528,4.261747824,5.352918744,8.520996715,3.915707819,1.708989011,6.03425917,3.604651864,4.384626757,3.573633714,7.016696944,3.311453991,3.771194429,8.181918527,3.893590823,4.432716894,3.674322185,8.682544399,8.298768801,6.976474923,4.931198813,4.931198813,2.997827322,7.342951093,3.698717523,2.893655205,7.46203617,7.295416549,4.757262487,2.630599193,3.024439835,9.132142021,3.347186297,4.7877632310000005,3.990556631,7.841850831,3.66578278,5.314551458,4.37376746,3.612747997,2.51217615,6.040765134,1.972054648,9.702953969,3.817971402,3.506126791,4.249791425,4.06225181,8.520678623,7.374227076,2.834033902,2.742868286,4.88362459,3.3612899689999995,3.669837527
55,GSM244472,5.026136733,2.730308458,7.922099855,2.497342897,6.2745121820000005,3.855915006,8.600354949,6.683975656,5.498995168,3.480930832,5.138200994,3.063193184,2.517766169,1.82934092,4.649753362,2.517324238,4.289145755,9.75207666,4.2162939580000005,2.590852881,5.075062678,2.414141274,5.11788283,2.7498761610000004,7.939894262999999,3.66926143,3.664018769,6.921530842,3.215866785,3.785753541,5.290554729,5.374538157999999,5.426368421,12.40340413,3.425569724,5.341357026,11.64199093,3.122997578,5.288357018,7.916547951,5.524610826,2.218825082,3.274215692,3.644220391,3.3144020760000004,2.9848637030000003,4.030915868999998,6.184510256,4.151778745,4.556352305,2.142265999,2.519042077,6.286454636,2.131622958,4.411992647,3.768013569,11.17778458,2.440635789,3.988612662,4.4642369230000005,6.473738215,4.362334374,3.239077027,8.396218556,2.514742519,5.023377752,9.769563196,2.907102205,2.762686862,3.286413306,9.233751027,9.357224319,6.586247255,4.753116312,4.753116312,2.270317366,8.764343451,2.392215069,2.813062268,8.051748263,7.234647512,4.943054669,2.301176694,2.691375351,9.137657122,3.296448534,6.107354235,4.438775951,7.639253003999999,3.754203531,5.212227916,3.80787014,2.8948255960000004,1.672616119,4.849741139,1.8012434569999998,10.59624539,2.838016928,3.078714063,4.163308792,3.00501914,9.645782163,8.020233661,2.469378591,2.310762464,4.176208475,3.46018886,2.505487137
56,GSM244473,6.836454759,1.918755495,6.7278830260000015,2.811419603,4.407270474,1.985293243,8.877475532,3.528185,3.118509463,3.2163878510000004,4.390514868,3.649924125,2.196010934,1.949030709,4.309777237,2.724510489,3.364394126,9.675357686,3.281604035,2.62341458,4.881991075,1.585808154,4.078620314,2.631777781,8.524607577000001,3.28475591,3.012294877,8.908471926,4.438894835,3.955193246,4.7877148080000005,4.46508265,4.477186835,12.01810369,2.583766764,4.991322745,11.53206937,2.116068551,4.355938299,8.660645914,5.54844802,2.146039754,3.148934703,3.678042666,3.099530602,2.246921236,3.152357331,3.774469147,4.647554872,3.972998498,2.313769911,2.508798432,2.9687229760000005,2.194867652,3.692470171,6.0925283110000015,10.23887277,2.026734186,4.098176809,3.246101548,3.1586372330000003,2.93523141,2.024635484,9.175196474,2.376481351,2.415786632,8.663375868,2.729847884,5.204720039,3.360256011,9.523202111,10.5255927,5.481747723,7.805671202,7.805671202,2.176581653,6.062443672000001,2.489266155,2.583644779,9.983839211,7.647411732,4.857002095,2.364436488,2.23044598,10.35375559,2.508810445,3.801103106,5.316100422,9.986030706,3.415849694,4.576593787,3.690525959,3.252254779,1.650750701,5.697589603,1.598256376,10.60586277,2.754808115,3.318584467,3.501614529,3.4351173210000003,9.43385907,9.377594756,2.072783274,1.503303118,3.129635776,2.479538636,2.442830168
57,GSM244474,5.738768065,1.868971106,6.548797313,2.075947629,4.220156418999999,2.464212987,9.820229527,5.775007882000001,3.830407323,2.860896112,3.88645341,3.1950470460000004,2.206386254,1.774586093,6.146077902999999,2.197008344,3.75411781,9.710106052,3.101631854,1.694710666,5.219201397,2.94391198,4.36434964,2.213249186,8.411190676,2.94146684,3.160536365,8.695717036,2.7953793680000003,3.369222923,4.245492679,5.27836221,6.302135653,12.94618762,3.023679768,6.150009197,11.93498098,2.27801263,4.547207183,8.435364509,4.523254508,2.113705161,3.159367242,2.426160949,2.709786589,2.26146555,3.973589752,3.896943841,2.417867337,3.628768346,3.416920662,2.07826128,3.226008002,1.814397586,5.011219231,4.473033313,10.55408436,1.913126369,5.424796884,3.483936522,2.802904742,3.572215357,2.291769292,8.95782496,2.497621484,5.599501995,9.117924291,3.896621287,4.161182864,3.5592262480000003,8.791113005,9.677693341,7.130026967,6.842330587,6.842330587,1.900411108,6.246803215,2.445826047,2.777899596,9.407333675,8.431575676,3.946536531000001,2.141163677,2.250160972,10.16052037,2.972236269,4.490582004,6.143875086,9.472751111,3.30120705,4.531612745,3.869836344,2.988440587,1.773979166,6.528477627000001,1.616859326,10.17862703,2.380394335,3.406867389,3.620140767,3.077095228,8.828415705,9.524441933,2.04911229,2.24580744,3.358936079,2.283947316,2.270356736
58,GSM244475,5.8908652460000015,1.738458062,7.481988324,3.124631679,4.793952723,2.191028192,9.298660835,6.525520957,3.695671538,3.875029002,3.945391716,3.884577378,2.649846882,1.716281227,4.417203091,2.742305922,3.840413805,10.06727289,3.661588907,3.163705311,5.438075433,2.192953554,4.739906436,2.779114917,8.370059054,3.844711227,4.5841860610000005,8.861585246,3.940725433,3.895823253,3.882151186,5.082872595,4.453135813,13.13198354,3.943682766,5.420776238999999,11.98492503,2.777545137,3.621187023,9.746138867,6.442625433,1.820640967,3.620623792,3.687711427,3.179367645,2.623166528,5.916137748,4.316650699,5.18266521,3.997467178,5.977392327,2.197503529,3.813655705,2.235234349,4.352670512,5.643461885,9.440830793,1.983510729,3.632438315,3.744050201,3.413171127,3.692591231,2.5132185280000003,8.694661135,2.475407237,3.273985987,8.890751363,2.857978316,3.720085161,3.7203547,8.684909451000001,10.27132392,6.382134389,6.131227554,6.131227554,2.121147674,5.863936499999999,2.663580923,2.815038902,9.032428159,7.788071225,4.560549002,2.527961723,2.74183081,11.00242862,2.356509974,4.536420645,4.932840678,8.864734371,3.598293838,3.925684502,3.873686156,2.89742387,2.137329198,5.7845133,1.961730845,10.50035842,2.672648323,3.353239064,3.282466991,3.4509246030000003,9.449608892,8.796497209,2.401721241,1.936823419,3.55040665,2.447686109,3.05073611
59,GSM244476,6.736543762,3.184121188,8.413919802999999,3.07269833,5.47960246,2.422708343,5.609668825,4.802417639,4.157178548,3.181092852,4.568869779,5.291104684,2.6702266690000003,1.853315741,7.837280052,3.090577133,3.935763885,9.276025318,4.574906121000001,3.722646146,6.258369342000001,2.814480951,5.611817628,3.329262105,9.730993377,4.38444726,4.418240095,7.538580177999999,4.02507868,3.614013015,5.492507006,6.409733181,5.570956882999999,11.68300847,4.259531842,6.414359253,9.974671538,3.652904764,5.903250555,7.881114629,4.908489275,2.246707708,3.188470727,2.360778034,4.002253615,3.146887484,3.759850367,3.980660566,3.815405664,4.795018831,2.362404899,2.922481279,3.376118335,2.499744477,4.805593982,5.668317367,8.671984566,2.891740844,2.993036814,3.3548266910000004,3.128036662,4.144130554,2.9255086180000003,7.53495789,2.672886166,4.406163415,8.75222318,4.334579967,4.391727709,2.955196014,7.239644566,8.738145222,6.836995933,8.608786092,8.608786092,2.293732809,6.280408447,2.981319657,2.28473618,10.22799485,9.016880467,5.70434252,2.554941514,2.947231986,9.889539287,3.124354711,4.344225109,6.404919296,10.45667435,3.395980999,6.735934358,4.208852048,3.789681155,2.125785226,7.107095512999999,1.499311071,6.931644008999998,3.283955779,4.017127355,4.114192252,3.617223672,7.381423957000001,9.747095774,2.555532137,2.266789576,4.279330296,2.606323834,2.68866647
60,GSM244477,4.762534283,1.98175533,7.831920009,2.71379354,2.835178787,1.953024411,9.600910037,2.872367293,2.130044952,2.243687435,2.370786989,2.554877306,1.3811517619999998,1.828929164,5.014626443,3.085904382,2.557410669,10.44179022,2.874908639,2.427535684,4.714480326,2.144722246,4.219461933,1.877301903,8.939376292999999,2.848504884,2.677391547,9.132848318,4.319204913,3.634883504,4.359793713,3.191844845,3.391444102,13.12161797,3.064770695,4.627531005,12.0809902,2.744362953,3.623564142,7.429959996,5.75289772,2.497055076,2.604938361,3.453932716,3.481614664,2.275317805,3.821862067,4.028266791,4.208766074,3.502910953,2.667977157,2.6334219180000003,3.772367598,2.268578554,3.405140122,5.976052957,10.251634,1.942713728,3.912466559,2.851763238,3.017801567,2.847680217,2.073299095,9.88474914,2.17273931,3.3930111810000003,8.274203672,2.978060465,3.614723305,2.734217829,9.608704666,10.48943664,3.581574415,8.340601186,8.340601186,2.014858713,6.134399042999999,2.758709801,2.936874038,9.487833001,7.520230734,4.582574359,1.883874717,2.4531435480000003,10.39469429,2.437001745,3.945326306,5.328850856,10.37817334,3.767238083,3.346877803,3.810830765,3.0510497080000003,1.323379,5.83627368,2.020300196,10.37184013,2.892175157,3.026909429,2.680455784,3.23251719,9.875760586,9.728134731,2.017719047,1.4836767119999998,3.5722771630000003,2.53691539,2.313477769
61,GSM244478,9.671271597,1.929694159,7.625070293999999,3.73496259,6.49300749,8.356191202,3.125395425,8.344833968,5.28946357,3.453974171,4.677961534,6.086745495,3.415167297,3.141202724,5.6207535260000006,5.014178463,4.74689689,4.663258185,4.914125634,4.839524678,6.233752776,3.671123198,6.510467922,4.16476025,9.607962267,4.774331546,6.0078223610000006,2.724218678,4.135178296,4.222372273,4.899217289,4.5323495110000005,4.65968631,7.408960613,1.962961643,5.982957407000001,11.07316879,4.536425736,4.221897492,9.407824997,6.926432406,5.603894511,4.4351775060000005,9.360166046,4.980885941,3.467235632,6.175151812,5.52889773,5.291843271,4.542851186,3.6178649,4.329713447,4.992811487,2.7988812610000005,3.521787274,7.350955673,9.727325536,2.87835274,1.853774179,3.568555303,4.019118426,2.899557075,3.209939577,7.288140656,2.886530607,6.722905507,8.557402725,4.116392433,3.573823003,2.9343202880000003,10.78264535,6.766080395,6.766457194,7.711043116,7.711043116,2.59882288,7.15929933,3.536681659,2.493245957,9.575329787,7.944185506,4.688507435,3.266240352,3.148734849,8.075925819,2.594853511,6.255069904,5.370333012000001,10.0252452,4.817844061000001,4.165099952,3.941319106,3.262797915,2.296127086,6.924419593,2.417237375,8.816537307,3.070382082,3.545277825,4.483344761000001,4.345661586,8.199832261000001,9.599726519,3.065667958,1.980917941,4.589725889,3.093380927,2.952543946
62,GSM244479,4.046381199,1.870783341,6.090164365,4.250756204,5.677650847000001,2.363734397,7.659327845,5.657877012,4.3093038880000005,3.809633776,4.013457589,3.93699361,2.381362222,2.115509673,4.540595416,3.540456902,3.828487033,8.488779446,4.413019913,4.321383183,5.285072651,1.826970541,6.349826977,2.928122099,8.343542399,4.70167073,2.964347472,7.341220589,5.0295264930000005,3.801600724,5.840490946,3.604045252,1.4959254969999998,11.72547336,3.413954359,4.662216937,10.54076456,2.961387938,4.604224444,7.390296206,7.587829445,2.243295874,3.124054657,3.493986064,3.544078196,2.467439655,4.502169107,6.335260384,5.713901328,4.628850508,1.874754361,2.777268372,6.7060767860000015,2.8874461160000005,3.291164521,6.474284277000001,9.714506156,3.729087838,1.749160698,3.2229975360000003,4.742979205,3.361844012,3.134491272,7.058302183,2.710369909,3.766290785,9.798869724,3.639899671,2.976754899,2.309273097,8.556019237000001,9.070861397,6.499897109,7.374282568,7.374282568,2.570596607,8.304780662,3.01149317,2.817710059,8.657057292000001,7.118920394,4.721905683999999,2.008310109,2.8857990160000004,10.00076545,3.010843839,7.052594176,5.278838737,9.349458025,3.631636265,3.80020831,2.749444979,3.204355956,1.792284197,5.713194948,2.068545085,9.689152377,3.767077355,2.190611972,4.252228028,3.187716494,9.428640257,8.340398766,2.140177142,1.995735998,4.331855401,3.37198626,2.855105092
63,GSM244480,7.442428341,6.178061502,8.140945149,7.427642182,8.578545165,3.06198068,5.011404606,6.765240559,7.724786194,2.248315606,7.208897377,5.2615586830000005,4.511457968,3.774151524,7.04367734,3.073382393,6.4532974360000015,8.392561903999999,5.862059792,4.633894654,6.583467991,2.692147184,7.544053695,4.036280097,10.69295289,5.191180588,5.594486307,6.96822534,2.525486547,5.632411966,5.720480115,5.971399841,5.213959655,12.33086775,2.827253024,5.88241642,11.1118979,3.727508977,6.693545072999999,8.753993543,5.324188029,2.217519652,5.188227924,3.066029404,4.691568049,3.513598078,4.628387214,4.479877353,4.413153746,5.400405922000001,3.03239135,3.750937623,3.507543446,3.290502957,5.106807225,6.231172972,10.4210386,3.579459894,6.184956111,4.344467934,3.729940693,4.049765017,4.454791687,8.328911902,3.674047151,4.781455975,9.19622914,5.21573136,4.072406095,4.551682147,7.708499981,9.58658678,7.428986646,7.373936716,7.373936716,3.436535672,6.713883497,3.661150203,3.784840892,9.183267943,8.171301748,5.437296664,3.4050776760000003,3.297623502,10.31355177,3.817292039,4.837511976,6.093654854,9.651648206,4.2782531210000005,4.70329274,4.046448825,3.689752857,2.100547057,6.079421541,1.699923545,9.480314434,3.636311552,3.744667487,5.310381353,4.196826494,9.316071766,9.200502239,3.4932332460000004,2.551933587,4.690279432,3.744645422,3.328283222
64,GSM244481,7.450572789,2.595958826,7.519971947,3.123763095,6.993556363,2.419382192,6.990004083,6.634517728,7.122545597,3.185230926,6.334283682000001,5.996162064,4.515714123,2.695161723,7.117938416,3.466535038,6.044412482,8.780219465,5.7202616,4.082008773,6.406404847999999,3.358948077,5.772828075,3.728143738,8.817073354,5.129070608,5.441144802999999,6.333505598,3.233537591,5.251632654,6.337040338,6.056398796,5.439923601,13.04298463,2.622317304,6.555992048999999,11.23942309,3.700645363,6.07435085,8.129090043,6.450983155,2.1702554430000003,4.755075525,3.499909299,4.564361938,3.9826044,4.169571469,5.681114591,3.78051928,5.20860101,2.26962632,3.559829277,4.925292869,3.055884445,4.964053029,5.314721972,10.79231171,3.555902613,3.991848113,4.040150557,4.887118995,4.193665481,3.874208729,8.573414377999999,4.0537631780000005,4.886188712,9.241651025,4.831267562,4.049601063,3.84690797,8.515777166,8.788076152,7.5699277999999985,8.141062246,8.141062246,2.992168276,7.088313812000001,3.554828912,2.7757569010000003,9.163422897,8.255221425,5.664219291,3.258959289,2.9436536560000004,10.45823528,3.736012848,5.3702015020000005,6.7430409010000005,9.772452979,4.570859878,4.609412263,4.726329324,2.95229843,2.063573233,6.3174456060000015,2.209407131,10.08375809,3.357202285,4.113536186,5.232617521,4.231912715,8.898942665,9.414453606,3.236623916,3.161050579,5.215476031000001,3.564641424,2.694011
65,GSM244482,7.411394495,3.806278854,8.054010198,8.800219256,8.203640981,2.630877544,4.760183921,5.144410814,7.09081062,2.261379561,6.094148055,5.877332703,5.1776813630000005,2.714059307,6.682404831,3.514714997,5.480879268,9.202792525,5.311849344,5.181351708999999,7.089461517,2.160198619,6.6183555310000015,4.810640912,11.4173165,4.818306915,5.738072094,6.7010035210000005,3.946285379,4.528261592,5.564461424,5.5686250710000005,4.326007004,11.04710459,2.362930652,6.271618206,8.744632424,5.588663977,6.661589034,8.685474065,5.223764365,2.025741981,5.758530755,2.723331587,4.766927529,3.738711111,5.14067197,3.73284343,4.835658863,6.828512553,2.328768115,3.588553095,2.569898064,3.091531662,3.535808138,7.730941395,7.877249237999999,3.247371358,1.7065376819999998,4.226820863,2.873827359,3.964319537,4.835520525,6.467932941,3.3700464880000003,3.800024154,8.083411365,5.013834422,4.963826956,3.256002018,8.766537054,9.466868969,7.9308082739999985,8.831010693,8.831010693,4.122946423999999,5.928214856,3.689023956,4.7528755910000005,9.775793643,8.641620422999999,5.537464687000001,2.721058273,3.544921375,10.39932587,3.713968754,3.772511083,6.886638991,10.28420844,5.310328823,4.955055419,5.32266041,4.324854342,2.660734428,6.617473565,1.675159551,8.002121098,2.953710233,2.523427184,4.607519303,4.02493842,8.585896264,10.00314229,2.9532692000000003,3.42094885,4.5156398730000005,3.342929232,3.287785907
